title,doi,abstract
"The Impact of Unpredictability on Dyspnea Perception, Anxiety and Interoceptive Error Processing",[],"Dyspnea is a prevalent interoceptive sensation and the aversive cardinal symptom in many cardiorespiratory diseases as well as in mental disorders. Especially the unpredictability of the occurrence of dyspnea episodes has been suggested to be highly anxiety provoking for affected patients. Moreover, previous studies demonstrated that unpredictable exteroceptive stimuli increased self-reports and electrophysiological responses of anxiety such as the startle probe N100 as well as amplified the processing of errors as reflected by greater error-related negativity (ERN). However, studies directly examining the role of unpredictability on dyspnea perception, anxiety, and error processing are widely absent. Using high-density electroencephalography, the present study investigated whether unpredictable compared to predictable dyspnea would increase the perception of dyspnea, anxiety and interoceptive error processing. Thirty-two healthy participants performed a respiratory forced choice reaction time task to elicit an interoceptive ERN during two conditions: an unpredictable and a predictable resistive load-induced dyspnea condition. Predictability was manipulated by pairing (predictable condition) or not pairing (unpredictable condition) dyspnea with a startle tone probe. Self-reports of dyspnea and affective state as well as the startle probe N100 and interoceptive ERN were measured. The results demonstrated greater dyspnea unpleasantness in the unpredictable compared to the predictable condition. Post hoc analyses revealed that this was paralleled by greater anxiety, and greater amplitudes for the startle probe N100 and the interoceptive ERN during the unpredictable relative to the predictable condition, but only when the unpredictable condition was experienced in the first experimental block. Furthermore, higher trait-like anxiety sensitivity was associated with higher ratings for dyspnea unpleasantness and experimental state anxiety ratings. The present findings suggest that unpredictability increases the perception of dyspnea unpleasantness. This effect seems related to increased state and trait anxiety and interoceptive error processing, especially when upcoming dyspnea is particularly unpredictable, such as in early experimental phases. Future studies are required to further substantiate these findings in patients suffering from dyspnea."
When Neutral is Not Neutral: Neurophysiological Evidence for Reduced Discrimination between Aversive and Non-Aversive Information in Generalized Anxiety Disorder,[],"Generalized anxiety disorder (GAD) is characterized by a range of cognitive and affective disruptions, such as pathological worry. There is debate, however, about whether such disruptions are specifically linked to heightened responses to aversive stimuli, or due to overgeneralized threat monitoring leading to deficits in the ability to discriminate between aversive and non-aversive affective information. The present study capitalized on the temporal and functional specificity of scalp-recorded event-related potentials (ERPs) to examine this question by exploring two targeted neurocognitive responses in a group of adults diagnosed with GAD: 1) visual processing of angry (aversive) versus neutral (non-aversive) faces; and 2) response monitoring of incorrect (aversive) versus correct (non-aversive) responses. Electroencephalography was recorded while 15 adults with GAD and 15 age-matched controls viewed angry and neutral faces prior to individual trials of a flanker task. ERPs to faces were the P1, reflecting attention allocation, the early posterior negativity (EPN), reflecting early affective discrimination, and the N170, reflecting face-sensitive visual discrimination. The error-related negativity (ERN) and positivity (Pe) were generated to incorrect and correct responses. Results showed reduced discrimination between aversive and non-aversive faces and responses in the GAD relative to the control group during visual discrimination (N170) and later-emerging error monitoring (Pe). These effects were driven by exaggerated processing of non-aversive faces and responses, suggesting over-generalized threat monitoring. Implications for cognitive-affective models of GAD are discussed."
"Pathways among sleep onset latency, relationship functioning, and negative affect differentiate patients with suicide attempt history from patients with suicidal ideation",[],"Depression, anxiety, sleep disturbances and poor relationship functioning often co-occur with the confluence of these factors contributing to greater suicide risk. This study investigated whether the pathways between depression, anxiety, sleep disturbances, and relationship functioning differentiated patients with suicide attempt history from those with suicidal ideation history. Patients seeking partial hospital treatment for severe psychiatric symptoms (N = 180) completed interviews assessing psychiatric and suicidal symptom histories, and self-report measures of sleep behaviors, anxiety, depression, and relationship functioning. Multiple sleep behaviors were examined: duration, sleep onset latency, and bedtime. Bias-corrected bootstrap mediation and moderated mediation analyses with suicide attempt as the moderator were used to evaluate pathways between variables. Among patients with ideation and attempt history, (1) sleep onset latency significantly mediated the association between depression and relationship functioning and that between anxiety and relationship functioning; (2) relationship functioning significantly mediated the association between depression and sleep onset latency and that between anxiety and sleep onset latency. These pathways were not significant among patients with suicidal ideation only. No other sleep behaviors were related to study variables. The reciprocal relationship between disrupted sleep onset latency and poor relationship functioning was specifically linked to more severe psychiatric symptoms among acute patients with suicide attempt histories."
Punishment has a persistent effect on error-related brain activity in highly anxious individuals twenty-four hours after conditioning,[],"The ability to detect and respond to errors, and to subsequently recruit cognitive control to remediate those errors, is critical to successful adaptation in a changing environment. However, there is also evidence that, for anxious individuals, this error signal is enhanced, highlighting affective and motivational influences on error monitoring. These individual differences arise as a function of both genetic influences and learning experiences. In this study, we examined punishment-based modulation of the error-related negativity (ERN) in high and low anxious individuals across two days. Twenty-two low- and 25 high-anxious participants performed a Flanker task in a standard and punishment condition in three phases (Day one: acquisition and extinction 1, Day two: extinction 2). During the acquisition phase, errors in one condition were punished by a loud noise. This was followed by an immediate extinction phase (extinction 1), during which errors were no longer punished, and an identical extinction phase 24 h later (extinction 2). Only high anxious individuals showed increased ERN amplitudes in the punishment compared to the standard condition. This effect was not modulated by phase and was observed across acquisition and both extinction phases, such that anxious individuals appeared not to learn that the threat value of formerly-punished errors had changed in the course of the experiment. These data suggest that environmental factors (i.e., punishment) can have a persistent effect on the magnitude of the ERN, particularly for anxious individuals. This may point to a pathogenic mechanism linking learning experiences with the development of overactive error-monitoring in anxiety."
"Error-related brain activity is related to aversive potentiation of the startle response in children, but only the ERN is associated with anxiety disorders",[],"Identifying biomarkers that characterize developmental trajectories leading to anxiety disorders will likely improve early intervention strategies as well as increase our understanding of the etiopathogenesis of these disorders. The error-related negativity (ERN), an event-related potential that occurs during error commission, is increased in anxious adults and children-and has been shown to predict the onset of anxiety disorders across childhood. The ERN has therefore been suggested as a biomarker of anxiety. However, it remains unclear what specific processes a potentiated ERN may reflect. We have recently proposed that the ERN may reflect trait-like differences in threat sensitivity; however, very few studies have examined the ERN in relation to other indices of this construct. In the current study, the authors measured the ERN, as well as affective modulation of the startle reflex, in a large sample (N = 155) of children. Children characterized by a large ERN also exhibited greater potentiation of the startle response in the context of unpleasant images, but not in the context of neutral or pleasant images. In addition, the ERN, but not startle response, related to child anxiety disorder status. These results suggest a relationship between error-related brain activity and aversive potentiation of the startle reflex during picture viewing-consistent with the notion that both measures may reflect individual differences in threat sensitivity. However, results suggest the ERN may be a superior biomarker of anxiety in children. (PsycINFO Database Record"
Associations between Disorder-Specific Symptoms of Anxiety and Error-Monitoring Brain Activity in Young Children,[],"Anxiety disorders are among the earliest emerging disorders and most common mental health problem across the lifespan. A common characteristic of individuals with anxiety is poor attentional and cognitive control. Therefore, researchers are interested in how cognitive functioning relates to anxiety in young children. In particular, research has demonstrated associations between anxiety and electrophysiological markers of cognitive control skills such as the error-related negativity (ERN). The nature of the anxiety-ERN relationship is not well understood, however. The purpose of the present study was to examine: 1) the association between the ERN and diagnostically-defined symptoms of different anxiety disorders; and 2) the extent to which disorder-specific symptoms of anxiety moderated the association between ERN and behavioral performance on a Go/No-Go task in a sample of 139 children 5-8 years of age (70 females and 69 males). Results suggest that more separation anxiety disorder (SAD) symptoms are associated with a smaller ΔERN, even after controlling for other anxiety disorder symptoms. Children with more SAD symptoms showed higher error rates and failed to exhibit the expected association between ΔERN and behavioral performance, suggesting ineffective error-monitoring in young children with SAD problems."
Behavioral and EEG responses to social evaluation: A two-generation family study on social anxiety,[],"Social anxiety disorder is an invalidating psychiatric disorder characterized by extreme fear and avoidance of one or more social situations in which patients might experience scrutiny by others. The goal of this two-generation family study was to delineate behavioral and electrocortical endophenotypes of social anxiety disorder related to social evaluation. Nine families of patients with social anxiety disorder (their spouse and children, and siblings of these patients with spouse and children) performed a social judgment paradigm in which they believed to be evaluated by peers. For each peer, participants indicated their expectation about the evaluative outcome, after which they received social acceptance or rejection feedback. Task behavior, as well as the feedback-related EEG brain potentials (N1, FRN, P3) and theta power were tested as candidate endophenotypes based on two criteria: co-segregation with social anxiety disorder within families and heritability. Results indicated that reaction time for indicating acceptance-expectations might be a candidate behavioral endophenotype of social anxiety disorder, possibly reflecting increased uncertainty or self-focused attention and vigilance during the social judgment paradigm. N1 in response to expected rejection feedback and P3 in response to acceptance feedback might be candidate electrocortical endophenotypes of social anxiety disorder, although the heritability analyses did not remain significant after correcting for multiple tests. Increased N1 possibly reflects hypervigilance to socially threatening stimuli, and increased P3 might reflect that positive feedback is more important for, and/or less expected by, participants with social anxiety disorder. Finally, increased feedback-related negativity and theta power in response to unexpected rejection feedback compared to the other conditions co-segregated with social anxiety disorder, but these EEG measures were not heritable. The candidate endophenotypes might play a new and promising role in future research on genetic mechanisms, early detection and/or prevention of social anxiety disorder."
Acupuncture on the Stress-Related Drug Relapse to Seeking,[],"Drug addiction is a chronic relapsing disease, which causes serious social and economic problems. The most important trial for the successful treatment of drug addiction is to prevent the high rate of relapse to drug-seeking behaviors. Opponent process as a motivational theory with excessive drug seeking in the negative reinforcement of drug dependence reflects both loss of brain reward system and recruitment of brain stress system. The negative emotional state produced by brain stress system during drug withdrawal might contribute to the intense drug craving and drive drug-seeking behaviors via negative reinforcement mechanisms. Decrease in dopamine neurotransmission in the nucleus accumbens and recruitment of corticotropin-releasing factor in the extended amygdala are hypothesized to be implicated in mediating this motivated behavior. Also, a brain stress response system is hypothesized to increase drug craving and contribute to relapse to drug-seeking behavior during the preoccupation and anticipation stage of dependence caused by the exposure to stress characterized as the nonspecific responses to any demands on the body. Acupuncture has proven to be effective for reducing drug addiction and stress-related psychiatric disorders, such as anxiety and depression. Furthermore, acupuncture has been shown to correct reversible brain malfunctions by regulating drug addiction and stress-related neurotransmitters. Accordingly, it seems reasonable to propose that acupuncture attenuates relapse to drug-seeking behavior through inhibition of stress response. In this review, a brief description of stress in relapse to drug-seeking behavior and the effects of acupuncture were presented."
Erratum,[],"Patten SB, Williams JVA, Lavorato DH, et al. Perceived stigma among recipients of mental health care in the general Canadian population. Can J Psychiatry. 2016;61(8): 480-488. (Original DOI: 10.1177/0706743716639928)The published French translation of the above article's abstract was incorrect. The original English abstract for the above article and the correct French translation are provided below:"
[Comorbid depressive and anxiety disorders in patients with cancer],[],"Patients with cancer face a high risk of comorbid depressive and anxiety disorders that have to be paradigmatically considered within a complex biopsychosocial context. Several conceptual challenges have to be mastered in arriving at a correct clinical diagnosis. Coexistent affective and anxiety disorders in cancer patients include a more dramatic subjective suffering, reduced psychological coping, possible negative interference with somatic treatment and rehabilitation, impaired quality of life and higher grades of psychosocial disability. They may also lead to an overall increased risk of somatic morbidity, a more rapid progression of cancer and a higher cancer-related mortality in the course of the disease. Manifold psychological, psychosocial and existential, cancer and treatment-related stressors have to be considered with respect to common neurobiological, especially neuroendocrine and neuroinflammatory mechanisms. Complex psychosomatic, somatopsychic and somato-somatic effects must always be considered. Evidence-based approaches in psychotherapy and pharmacotherapy exist for the integrative treatment of comorbid depressive and anxiety disorders in cancer."
Pubertal development and anxiety risk independently relate to startle habituation during fear conditioning in 8-14 year-old females,[],"Reduced habituation to aversive stimuli has been observed during adolescence and may reflect an underlying mechanism of vulnerability for anxiety disorders. This study examined the startle reflex during a fear-learning task in 54 8-14-year-old girls. We examined the relationship between mean startle, startle habituation, pubertal development, and two measures linked to risk for anxiety: behavioral inhibition system (BIS) and the error-related negativity (ERN). Puberty, BIS, and the ERN were unrelated to mean startle; however, each measure modulated startle habituation. Greater pubertal development was associated with reduced startle habituation across the CS+ and CS-. Higher BIS related to a larger ERN, and both were associated with reduced startle habituation specifically to the CS+. All effects were independent of each other. Findings suggest that puberty alters habituation of defense system activation to both threat and safety cues, and this is independent of risk for anxiety, which uniquely impacts habituation to threat cues."
Brain systems underlying the affective and social monitoring of actions: an integrative review,[],"Action monitoring allows the swift detection of conflicts, errors, and the rapid evaluation of outcomes. These processes are crucial for learning, adaptive behavior, and for the regulation of cognitive control. Our review discusses neuroimaging and electrophysiological studies that have explored the contribution of emotional and social factors during action monitoring. Meta-analytic brain activation maps demonstrate reliable overlap of error monitoring, emotional, and social processes in the dorsal mediofrontal cortex (dMFC), lateral prefrontal areas, and anterior insula (AI). Cumulating evidence suggests that action monitoring is modulated by trait anxiety and negative affect, and that activity of the dMFC and the amygdala during action monitoring might contribute to the 'affective tagging' of actions along a valence dimension. The role of AI in action monitoring may be the integration of outcome information with self-agency and social context factors, thereby generating more complex situation-specific and conscious emotional feeling states. Our review suggests that action-monitoring processes operate at multiple levels in the human brain, and are shaped by dynamic interactions with affective and social processes."
ERN as a transdiagnostic marker of the internalizing-externalizing spectrum: A dissociable meta-analytic effect,[],"The comorbidity between discrete clinical diagnosis occurs in higher levels than prevalence rates, indicating that mental disorders are systematically overcategorized. Dimensional models - as the Internalizing-Externalizing Spectrum - claim for a common latent structure of psychopathology. The current meta-analysis aims to evaluate whether the externalizing and internalizing latent factors of the psychopathological spectrum display common and distinctive neurobiological substrates, as unveiled by Error-Related Negativity (ERN) modulation. A systematic search of the literature was conducted and a total of 99 articles (160 studies, N = 8123) were included in the quantitative analysis. A dissociable effect was found: reduced ERN amplitude was observed in externalizing, while increased ERN amplitude was reported in internalizing. Larger effects were documented in all the externalizing dimensions (except for alcohol abuse) and were moderated by frontal electrode sites and tasks requiring inhibition. In internalizing, the overall effect was less robust. Disorder severity and tasks with punishment contingencies moderated the findings, and anxiety and obsessive-compulsive traits were the unique dimensions of internalizing accounting for the ERN increased amplitude. Overall, our findings highlight that ERN reduction interacts with the multiple phenotypic expressions of externalizing at a general level, while more specific factors - such as differences in sensitivity and aversion to errors - may explain increased ERN amplitude in internalizing."
Resting-state functional connectivity alterations in periventricular nodular heterotopia related epilepsy,[],"Periventricular nodular heterotopia (PNH) is a neural migration disorder which often presents clinically with seizures. However, the underlying functional neural basis of PNH is still unclear. We aimed to explore the underlying pathological mechanism of PNH by combining both whole brain functional connectivity (FC) and seed-based FC analyses. We utilized resting-state fMRI to measure functional connectivity strength (FCS) in 38 patients with PNH-related epilepsy and 38 control subjects. The regions with FCS alterations were selected as seeds in the following FC analyses. Pearson correlation analyses were performed to explore associations between these functional neural correlates and clinical features. In comparison with controls, PNH patients showed lower FCS in bilateral insula (P < 0.05, family wise error (FWE) correction), higher FC in the default mode network and lower FC in the fronto-limbic-cerebellar circuits (P < 0.05, FWE correction). Pearson correlation analyses revealed that FCS in bilateral insula was negatively correlated with the epilepsy duration (P < 0.05); medial prefronto-insular connectivity was negatively correlated with Hamilton Anxiety Scale (P < 0.05) and cerebellar-insular connectivity was also negatively correlated with Hamilton Depression Scale (P < 0.05). Using the resting-state FCS analytical approach, we identified significant insular hypoactivation in PNH patients, which suggests that the insula might represent the cortical hub of the whole-brain networks in this condition. Additionally, disruption of resting state FC in large-scale neural networks pointed to a connectivity-based neuropathological process in PNH."
Biological and Clinical Markers to Differentiate the Type of Anxiety Disorders,[],"The present chapter is an overview of possible biomarkers which distinguish anxiety disorders as classified by the DSM-5. Structural or activity changes in the brain regions; changes in N-acetylaspartate/creatine, dopamine, serotonin, and oxytocin; hearth rate variability; hypothalamic-pituitary-adrenal axis activity; error-related negativity; respiratory regulation; and genetic variants are proposed. However, their clinical utility is questionable due to low specificity and sensitivity: the majority does not distinguish subjects with different anxiety disorders, and they might be influenced by stress, comorbidity, physical activity, and psychotropic medications. In this framework, the staging model, a clinimetric tool which allows to define the degree of progression of a disease at a point in time and where the patient is located on the continuum of the course of the disease, is proposed since several DSM anxiety disorders take place at different stages of the same syndrome according to the staging model. Thus, a stage-specific biomarker model for anxiety disorders is hypothesized and illustrated."
Empathy and error processing,[],"Recent research suggests a relationship between empathy and error processing. Error processing is an evaluative control function that can be measured using post-error response time slowing and the error-related negativity (ERN) and post-error positivity (Pe) components of the event-related potential (ERP). Thirty healthy participants completed two measures of empathy, the Interpersonal Reactivity Index (IRI) and the Empathy Quotient (EQ), and a modified Stroop task. Post-error slowing was associated with increased empathic personal distress on the IRI. ERN amplitude was related to overall empathy score on the EQ and the fantasy subscale of the IRI. The Pe and measures of empathy were not related. Results remained consistent when negative affect was controlled via partial correlation, with an additional relationship between ERN amplitude and empathic concern on the IRI. Findings support a connection between empathy and error processing mechanisms."
Brief motivational intervention for college drinking: the synergistic impact of social anxiety and perceived drinking norms,[],"Despite the efficacy of Brief Alcohol Screening and Intervention for College Students (BASICS), students with higher social anxiety appear vulnerable to poorer outcomes. A possible explanation for these outcomes is that corrective normative feedback (an active component of BASICS) may be less effective for socially anxious students if their beliefs about others' drinking are less malleable because of intense fear of negative evaluation for deviating from perceived drinking norms. This study evaluated whether socially anxious students demonstrated less change in perceived norms during BASICS. We also examined whether change in norm endorsement moderated the relation between social anxiety and BASICS outcomes. Undergraduates (n = 52) who underwent BASICS completed measures of drinking, social anxiety, and perceived norms at baseline and 4 weeks post-BASICS. Higher social anxiety was related to less change in norm endorsement after receiving BASICS. Change in perceived norms during treatment moderated the relation between social anxiety and follow-up drinking. Among students with smaller change in norm endorsement after BASICS, higher social anxiety was related to heavier follow-up drinking. Among students with greater changes to norm endorsement during BASICS, the effect of social anxiety was nonsignificant. Results suggest that corrective perceived norms interventions may be less effective among socially anxious students, contributing to continued heavy drinking. Development of social anxiety-specific BASICS components warrants attention."
"Improving Adolescents' Subjective Well-Being, Trait Emotional Intelligence and Social Anxiety through a Programme Based on the Sport Education Model",[],"This study aimed to evaluate the impact of a physical-sport education pilot programme on adolescents' subjective well-being (health-related quality of life, positive affect and negative affect), trait emotional intelligence and social anxiety. The programme was based on the pedagogical sport education model within a quality physical education framework, and approached from the perspective of social and emotional learning. Participants were 113 compulsory secondary education students aged 12-15 years that were assigned to a control group (n = 44) and an experimental group (n = 69). A quasi-experimental design with repeated pre-test and post-test measures was used. Bonferroni correction was applied for multiple comparisons. The preliminary results obtained in this investigation revealed that the physical-sport education pilot programme promoted significant improvements in a specific indicator of subjective well-being and trait emotional intelligence in the experimental group. These encouraging findings support the pedagogical efficiency of the programme with regard to the programme aim. The findings also highlight the feasibility and appropriateness of the programme in terms of an innovative teaching proposal."
Religious fundamentalism is associated with hyperactive performance monitoring: ERP evidence from correct and erroneous responses,[],"The aim of the current study was to examine whether action monitoring is associated with religious fundamentalism. Participants performed a stop-signal task that required response inhibition to a simple auditory tone. The level of their religious fundamentalism was measured on a scale. Analysis with mixed-effects linear models revealed significantly larger error-related negativity, correct-related negativity, and post-error positivity components in individuals scoring higher on religious fundamentalism, pointing to their increased engagement in response monitoring. However, it was not accompanied by improved behavioral performance. The electrophysiological results of our study suggest that individuals high in religious fundamentalism engage more in monitoring for conflict between outcomes of their actions and standards of correct behavior. Our findings also point to a possible association between a fundamentalist mindset and higher levels of negative affect, uncertainty, anxiety, and distress, as measured by response-related brain activity."
Affective context-induced modulation of the error-related negativity,[],"The error-related negativity putatively reflects the activity of performance-monitoring processes influenced by motivational factors, and is overactive in certain anxiety states, suggesting that affective factors affect its generation. We examined the effects of emotionally arousing and neutral task-irrelevant backgrounds on the error-related negativity to determine whether an affective context 'mismatch' alters error-related neural processing. Event-related potentials were acquired while healthy participants performed a modified Eriksen flanker task wherein flanker stimuli were superimposed on neutral, pleasant, and unpleasant pictures. The error-related negativity varied as a function of picture valence, peaking both earlier and larger in the context of pleasant backgrounds than neutral or unpleasant backgrounds. Findings support the hypothesis that affective factors influence the error-related negativity, potentially reflecting an affective mismatch associated with performance monitoring."
"Differential contributions of worry, anxiety, and obsessive compulsive symptoms to ERN amplitudes in response monitoring and reinforcement learning tasks",[],"Obsessive-Compulsive Disorder (OCD) is characterized by intrusive thoughts (i.e. obsessions) and future-oriented worrisome cognitions that are associated with behavioral ritualistic compensations (i.e. compulsions) and anxious arousal. Research has found an enhanced error-related negativity (ERN) among those with OCD in choice response tasks such as the flankers task, but not in probabilistic learning tasks. To date, research has not directly investigated whether the ERN effect observed in individuals with OCD is specific to the central features of OCD (obsessions and compulsions), or is related more closely to the worry or anxiety observed in this disorder. This study compared groups with relatively pure symptom profiles on OC, worry, and anxiety symptoms (e.g. high on OC, low on worry and anxiety) relative to a ""typical"" OC presentation group (e.g. high OC, mild to high worry and anxiety) and a non-anxious non-worry Control group, in both flankers and probabilistic learning tasks. For the flankers task, only the Worry group had a significantly enhanced ERN relative to controls. For the probabilistic learning task, the OC typical group had significantly enhanced ERN amplitude on suboptimal choices relative to controls. Across tasks, the experimental groups had significantly enhanced activity on error/suboptimal choices relative to the OC specific group. The results highlight the role of worry across both tasks, and to a lesser extent anxiety and OC symptoms, in performance-monitoring processes."
The association between parenting and the error-related negativity across childhood and adolescence,[],"Anxiety is the most common form of psychopathology, and it is often characterized by chronic impairment across the lifespan. Researchers have identified core neural markers that confer risk for anxious outcomes. An increased error-related negativity (ERN) in anxious individuals has been shown to prospectively predict onset of anxiety disorders across development. Hence, it is critical to examine environmental factors that may shape the ERN. In the current study, we use a large sample of 170 female adolescents aged 10-17 to investigate whether the ERN mediates the relationship between parenting style and anxiety diagnostic status. This study replicates previous findings, and it extends previous work by suggesting that this relationship is more robust in young children as compared to adolescents. Interventions targeting the ERN via parenting may be most effective during childhood."
Abnormal error monitoring in math-anxious individuals: evidence from error-related brain potentials,[],"This study used event-related brain potentials to investigate whether math anxiety is related to abnormal error monitoring processing. Seventeen high math-anxious (HMA) and seventeen low math-anxious (LMA) individuals were presented with a numerical and a classical Stroop task. Groups did not differ in terms of trait or state anxiety. We found enhanced error-related negativity (ERN) in the HMA group when subjects committed an error on the numerical Stroop task, but not on the classical Stroop task. Groups did not differ in terms of the correct-related negativity component (CRN), the error positivity component (Pe), classical behavioral measures or post-error measures. The amplitude of the ERN was negatively related to participants' math anxiety scores, showing a more negative amplitude as the score increased. Moreover, using standardized low resolution electromagnetic tomography (sLORETA) we found greater activation of the insula in errors on a numerical task as compared to errors in a non-numerical task only for the HMA group. The results were interpreted according to the motivational significance theory of the ERN."
"Individual and neighborhood stressors, sleep problems, and symptoms of anxiety and depression among Latino youth",[],"Limited research has examined the relation between exposure to stressors and internalizing symptoms among Latino adolescents, including factors that account for this relation. This study examined whether sleep played a role in the relation between exposure to neighborhood- (i.e., neighborhood disadvantage) and individual-level (i.e., negative life events) stressors and symptoms of anxiety and depression among a sample of 144 low-income, Latino adolescents (54% males, mean age = 16.25, SD = 1.46) attending a charter high school in a large, Midwestern city. The bias corrected bootstrap method was used to evaluate indirect effects. Significant findings indicated an indirect effect via sleep problems in the link between negative life events and anxiety. Alternative models were also explored. Results suggest that sleep problems are important to consider for interventions among Latino youth, particularly those exposed to neighborhood and individual stressors, as this may also have implications for reducing internalizing symptoms among this population. (PsycINFO Database Record"
Use of Psychophysiological Portable Devices to Analyse Stress Response in Different Experienced Soldiers,[],"Previous studies have shown that actuate stress have a negative effect on working memory, visio-spatial ability and symptoms of disassociation. We conducted the present research with the aim of to analyse the effect of experience and training in psychophysiological response, attention and memory of soldiers in combat. Variables of blood lactate, blood glucose, blood oxygen saturation, body temperature, heart rate, lower body muscular strength manifestation, autonomic modulation, cortical arousal, cognitive and somatic anxiety, and memory by a post mission questionnaire were analysed before and after a combat simulation in 49 soldiers of Spanish Army. Combat simulation produced a significant increase (p < 0.05) in blood lactate, blood glucose, blood oxygen saturation, rated perceived exertion, heart rate, cognitive and somatic anxiety. Significant increase in low frequency domain and significant decrease in high frequency domain of the heart rate variability was found in experienced and highly trained soldiers. The percentage of correct response in the post mission questionnaire indicated that elements better remembered were those related with soldier integrity and considered as a possible life threat, Significant differences in the post mission questionnaire by experience and training was also found. Correlation analysis showed that higher psychophysiological activation correlated positively with cognitive impairment and lower memory. As a conclusion, higher experienced soldiers presented higher physiological activation as well as cognitive and memory impairment than lower experienced soldier after a combat simulation and memory function was modulated by the stimulus nature."
Associations between parenting behavior and anxiety in a rodent model and a clinical sample: relationship to peripheral BDNF levels,[],"Adverse early-life environment is associated with anxiety-like behaviors and disorders. Brain-derived neurotrophic factor (BDNF) is sensitive to this environment and could be a marker of underlying brain changes. We aimed at evaluating the development of anxiety-like behaviors in a rat model of early adversity, as well as the possible association with BDNF levels. Similar associations were investigated in a sample of adolescent humans. For the rat study, Wistar rat litters were divided into: early-life stress (ELS, limited access to nesting material) and control groups. Maternal behavior was observed from days 1 to 9 of life and, as adults, rats were subjected to behavioral testing and BDNF measurements in plasma, hippocampus, amygdala and periaqueductal gray. For the human study, 129 adolescents were evaluated for anxiety symptoms and perceived parental care. Serum BDNF levels and the Val66Met polymorphism of the BDNF gene were investigated. We found that ELS dams showed more pure contact, that is, contact with low care and high control, toward pups, and their adult offspring demonstrated higher anxiety-like behaviors and plasma BDNF. Also the pure contact correlated positively with adult peripheral BDNF. Similarly in humans, there was a positive correlation between maternal overprotection and serum BDNF only in Met carriers. We also found negative correlations between maternal warmth and separation anxiety, social phobia and school phobia. Finally, our translational approach revealed that ELS, mediated through variations in maternal care, is associated with anxiety in both rats and humans and increased peripheral BDNF may be marking these phenomena."
Harsh parenting and fearfulness in toddlerhood interact to predict amplitudes of preschool error-related negativity,[],"Temperamentally fearful children are at increased risk for the development of anxiety problems relative to less-fearful children. This risk is even greater when early environments include high levels of harsh parenting behaviors. However, the mechanisms by which harsh parenting may impact fearful children's risk for anxiety problems are largely unknown. Recent neuroscience work has suggested that punishment is associated with exaggerated error-related negativity (ERN), an event-related potential linked to performance monitoring, even after the threat of punishment is removed. In the current study, we examined the possibility that harsh parenting interacts with fearfulness, impacting anxiety risk via neural processes of performance monitoring. We found that greater fearfulness and harsher parenting at 2 years of age predicted greater fearfulness and greater ERN amplitudes at age 4. Supporting the role of cognitive processes in this association, greater fearfulness and harsher parenting also predicted less efficient neural processing during preschool. This study provides initial evidence that performance monitoring may be a candidate process by which early parenting interacts with fearfulness to predict risk for anxiety problems."
Error-related negativity abnormalities in generalized anxiety disorder and obsessive-compulsive disorder,[],"Enhanced error-related negativity (ERN) has been associated with anxiety among both non-clinical and clinical populations. However, whether it is abnormal among adult patients with generalized anxiety disorder (GAD) is still unknown. The present study investigated it across GAD and obsessive-compulsive disorder (OCD). Event related brain potentials (ERPs) were recorded from a group of 27 GAD patients, 25 OCD patients and 27 healthy control participants during a modified Erikson Flankers task. ERP difference waveforms were obtained by subtracting ERP to correct response (CRN) from ERP to error response (ERN). The Ne component of ERPs at medial frontal electrodes were analyzed and reported. The Ne component of ERP difference waveform was enhanced only in OCD patients, but not in GAD patients, as compared to the healthy controls. An exploratory analysis also revealed higher Ne amplitude of error trial waveforms in both GAD and OCD patients than in healthy controls, and an insignificant group difference in Ne component of correct trial waveforms. The Ne amplitude of error trial waveforms also correlated with Hamilton Anxiety Rating Scale (HAMA) scores and with Hamilton Depression Rating Scale (HAMD) scores across the three subject groups. The main findings of the present study suggest that error processing is altered in OCD but not in GAD, and that ERN abnormalities in GAD are possibly associated with an overactive response checking process or excessive response monitoring."
Single-session attention bias modification and error-related brain activity,[],"An attentional bias to threat has been implicated in the etiology and maintenance of anxiety disorders. Recently, attention bias modification (ABM) has been shown to reduce threat biases and decrease anxiety. However, it is unclear whether ABM modifies neural activity linked to anxiety and risk. The current study examined the relationship between ABM and the error-related negativity (ERN), a putative biomarker of risk for anxiety disorders, and the relationship between the ERN and ABM-based changes in attention to threat. Fifty-nine participants completed a single-session of ABM and a flanker task to elicit the ERN--in counterbalanced order (i.e., ABM-before vs. ABM-after the ERN was measured). Results indicated that the ERN was smaller (i.e., less negative) among individuals who completed ABM-before relative to those who completed ABM-after. Furthermore, greater attentional disengagement from negative stimuli during ABM was associated with a smaller ERN among ABM-before and ABM-after participants. The present study suggests a direct relationship between the malleability of negative attention bias and the ERN. Explanations are provided for how ABM may contribute to reductions in the ERN. Overall, the present study indicates that a single-session of ABM may be related to a decrease in neural activity linked to anxiety and risk."
